,EX_tre_e,EX_co1dam_e,EX_phe__L_e,EX_thm_e,EX_leu__L_e,EX_dachi_e,EX_k_e,EX_pydxn_e,EX_ac_e,EX_cdpg_e,EX_etoh_e,EX_malt_e,EX_galt_e,EX_Glc_aD_e,EX_glyc_e,EX_mnl_e,EX_d23hb_e,EX_gly_e,EX_gln__L_e,EX_isobuta_e,EX_fe2_e,EX_m4po_e,EX_tmam_e,EX_lys__L_e,EX_ad_e,EX_tagur_e,EX_cobalt2_e,EX_chol_e,EX_ala__L_e,EX_ca2_e,EX_acetone_e,EX_m2but_e,EX_uri_e,EX_xan_e,EX_2ddglcn_e,EX_dad_2_e,EX_escut_e,EX_ins_e,EX_ribflv_e,EX_escul_e,EX_fru_e,EX_nac_e,EX_glc__D_e,EX_arg__L_e,EX_gthrd_e,EX_ile__L_e,EX_mg2_e,EX_dcyt_e,EX_mevR_e,EX_csn_e,EX_fuc_e,EX_pro__L_e,EX_xyl__D_e,EX_pi_e,EX_tyr__L_e,EX_dhptd_e,EX_acnam_e,EX_trp__L_e,EX_sbt__D_e,EX_raffin_e,EX_so3_e,EX_arab__L_e,EX_cellb_e,EX_ncam_e,EX_chor_e,EX_ptrc_e,EX_met__L_e,EX_abg4_e,EX_asp__L_e,EX_ibtol_e,EX_cys__L_e,EX_gal_bD_e,EX_thr__L_e,EX_ppat_e,EX_succ_e,EX_isocap_e,EX_for_e,EX_dtbt_e,EX_glcn_e,EX_no2_e,EX_23dappa_e,EX_man_e,EX_his__L_e,EX_btn_e,EX_a5pn_e,EX_thymd_e,EX_ser__L_e,EX_g3p_e,EX_h2_e,EX_hxan_e,EX_2ameph_e,EX_man6pglyc_e,EX_ival_e,EX_acgam_e,EX_pnto__R_e,EX_na1_e,EX_mal__L_e,EX_tgt_e,EX_zn2_e,EX_ura_e,EX_adn_e,EX_nh4_e,EX_h_e,EX_rib__D_e,EX_asn__L_e,EX_sucr_e,EX_co2_e,EX_uaccg_e,EX_glyb_e,EX_spmd_e,EX_ham_e,EX_val__L_e,EX_met__D_e,EX_h2o_e,EX_glu__L_e,EX_hco3_e,EX_4abz_e,EX_etha_e,EX_no3_e,EX_akg_e,EX_sel_e,EX_slnt_e,EX_gthox_e,EX_lac__L_e,EX_fum_e,EX_acgal_e,EX_salcn_e,EX_2hxmp_e,EX_arbt_e,EX_hqn_e,EX_gam_e
x112C,0.0,0.0,0.0,0.0,0.0,0.9977324263038998,0.0,0.0,0.0,0.0,0.0,0.09070294784581737,0.0907029478458028,0.0907029478458012,0.09070294784580474,0.09070294784580508,0.0,0.14864730948370605,0.2854967643700101,0.0,0.0,0.0,0.0,0.0,0.0,0.0907029478458057,0.0,0.0,0.27647384086871424,0.0,0.0,0.0,0.4413756937464489,0.17593244194229407,0.09070294784580454,0.7118504364767143,0.0,0.611870283499894,0.0,0.09070294784580196,0.09070294784573103,0.0,0.09070294784580446,0.43880213029417753,0.0,0.0,0.0,0.46659917850618754,0.0,0.0,0.0907029478457971,0.0,0.09070294784580597,0.0,0.0,0.0,0.5442176870748345,0.0,0.09070294784580474,0.09070294784580497,0.0,0.09070294784580551,0.0907029478458056,0.0,0.09070294784580932,0.0,0.0,0.0,0.3173576680798065,0.0,0.0,0.09070294784580506,0.19536264889424843,0.0,0.0,0.0,0.0,0.0,0.09070294784580597,0.0,0.26260725470100593,0.0907029478458062,0.0,0.0,0.0,0.0,0.2649022791362038,0.0,0.0,0.17593244194228544,0.3117683737455001,0.0907029478458044,0.0,0.0,0.0,0.0,0.09070294784581241,0.0907029478458278,0.0,0.0,0.6118702834998977,0.0,0.0,0.09070294784580966,0.3182724412096746,0.09070294784580465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665602326343843,0.0,0.0,0.0,0.0,0.09070294784580595,0.0,0.0,0.0,0.006090950066391446,0.09070294784580483,0.0907029478458048,0.0,0.0,0.0,0.0,0.5219871158302183
x139B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x167A,0.0,0.0,0.0,0.0,0.0,0.9977324263038129,0.0,0.0,0.0,0.0,0.0,0.09070294784571163,0.09070294784580472,0.09070294784580456,0.09070294784580477,0.09070294784581054,0.0,0.14864730948370125,0.28549676437000326,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784580508,0.0,0.0,0.27647384086872023,0.0,0.0,0.0,0.44137569374645413,0.17593244194229152,0.09070294784580615,0.7118504364767133,0.0,0.611870283499896,0.0,0.09070294784580728,0.09070294784580495,0.0,0.09070294784580493,0.43880213029417686,0.0,0.0,0.0,0.46659917850618504,0.0,0.0,0.09070294784580242,0.0,0.09070294784580571,0.0,0.0,0.0,0.5442176870748335,0.0,0.09070294784580417,0.09070294784580485,0.0,0.09070294784580583,0.09070294784580532,0.0,0.09070294784580546,0.0,0.0,0.0,0.31735766807980686,0.0,0.0,0.09070294784580346,0.1953626488942476,0.0,0.0,0.0,0.0,0.0,0.09070294784580518,0.0,0.26260725470094937,0.09070294784580579,0.0,0.0,0.0,0.0,0.2649022791361983,0.0,0.0,0.17593244194229465,0.3117683737455742,0.09070294784580411,0.0,0.0,0.0,0.0,0.09070294784580356,0.09070294784580708,0.0,0.0,0.6118702834998985,0.0,0.0,0.09070294784580465,0.31827244120966247,0.09070294784580524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665602326343856,0.0,0.0,0.0,0.0,0.09070294784580508,0.0,0.0,0.0,0.0060909500663913745,0.0907029478458052,0.0907029478458052,0.0,0.0,0.0,0.0,0.5219871158302124
x179G,0.0,0.0,0.0,0.0,0.0,0.9977324263038663,0.0,0.0,0.0,0.0,0.0,0.09070294784580882,0.09070294784580402,0.09070294784580295,0.09070294784580177,0.09070294784580506,0.0,0.14864730948369576,0.2854967643700035,0.0,0.0,0.0,0.0,0.0,0.0,0.0907029478458059,0.0,0.0,0.27647384086871585,0.0,0.0,0.0,0.4413756937464482,0.17593244194229402,0.090702947845797,0.7118504364767068,0.0,0.6118702834998977,0.0,0.09070294784580701,0.09070294784580514,0.0,0.09070294784580168,0.4388021302941764,0.0,0.0,0.0,0.4665991785061694,0.0,0.0,0.09070294784580678,0.0,0.09070294784580525,0.0,0.0,0.0,0.5442176870748291,0.0,0.09070294784580464,0.09070294784580428,0.0,0.09070294784580445,0.09070294784580546,0.0,0.0907029478458059,0.0,0.0,0.0,0.31735766807980914,0.0,0.0,0.09070294784580467,0.19536264889424745,0.0,0.0,0.0,0.0,0.0,0.09070294784580497,0.0,0.26260725470095214,0.09070294784580477,0.0,0.0,0.0,0.0,0.2649022791361978,0.0,0.0,0.17593244194229465,0.31176837374557465,0.09070294784580553,0.0,0.5442176870748265,0.0,0.0,0.09070294784580481,0.09070294784580514,0.0,0.0,0.6118702834998985,0.0,0.0,0.09070294784580546,0.3182724412096762,0.09070294784580453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665602326343854,0.0,0.0,0.0,0.0,0.09070294784580613,0.0,0.0,0.0,0.006090950066391239,0.09070294784580514,0.09070294784580596,0.0,0.0,0.0,0.0,0.521987115830214
x186A,0.09070294784580529,0.0,0.0,0.0,0.0,0.9977324263038554,0.0,0.0,0.0,0.0,0.0,0.09070294784580521,0.09070294784580532,0.09070294784579645,0.09070294784580504,0.090702947845805,0.0,0.14864730948371382,0.28549676436999916,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784580987,0.0,0.0,0.27647384086871785,0.0,0.0,0.0,0.4413756937464498,0.1759324419422783,0.09070294784580514,0.711850436476722,0.0,0.6118702834998996,0.0,0.09070294784580422,0.09070294784583867,0.0,0.09070294784580502,0.43880213029417997,0.0,0.0,0.0,0.46659917850618443,0.0,0.0,0.09070294784580715,0.0,0.09070294784579676,0.0,0.0,0.0,0.5442176870748061,0.0,0.0907029478458045,0.09070294784580171,0.0,0.09070294784580515,0.09070294784580599,0.0,0.09070294784580404,0.0,0.0,0.0,0.3173576680799913,0.0,0.0,0.09070294784580446,0.1953626488942473,0.0,0.0,0.0,0.0,0.0,0.09070294784580453,0.0,0.2626072547009504,0.09070294784580828,0.0,0.0,0.0,0.0,0.26490227913620984,0.0,0.0,0.1759324419422939,0.31176837374557353,0.09070294784580563,0.0,0.0,0.0,0.0,0.0907029478458055,0.09070294784580506,0.0,0.0,0.6118702834999024,0.0,0.0,0.09070294784580488,0.31827244120967657,0.09070294784580514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665602326343848,0.0,0.0,0.0,0.0,0.09070294784580625,0.0,0.0,0.0,0.006090950066391325,0.09070294784580528,0.09070294784580532,0.0,0.0,0.0,0.0,0.5219871158302127
x205A,0.0,0.0,0.0,0.0,0.0,0.9977324263038557,0.0,0.0,0.0,0.0,0.0,0.09070294784580356,0.09070294784580224,0.09070294784580502,0.09070294784580563,0.09070294784580464,0.0,0.1486473094836979,0.2854967643700046,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784580121,0.0,0.0,0.27647384086871185,0.0,0.0,0.0,0.44137569374644897,0.17593244194229402,0.09070294784581293,0.7118504364767222,0.0,0.6118702834998966,0.0,0.09070294784580592,0.09070294784580445,0.0,0.09070294784580442,0.43880213029417603,0.0,0.0,0.0,0.46659917850618493,0.0,0.0,0.09070294784580528,0.0,0.09070294784580513,0.0,0.0,0.0,0.54421768707483,0.0,0.09070294784580545,0.09070294784580904,0.0,0.09070294784580678,0.09070294784580517,0.0,0.090702947845805,0.0,0.0,0.0,0.3173576680798061,0.0,0.0,0.09070294784580407,0.19536264889425006,0.0,0.0,0.0,0.0,0.0,0.09070294784580639,0.0,0.26260725470095214,0.09070294784580558,0.0,0.0,0.0,0.0,0.26490227913621,0.0,0.0,0.17593244194229918,0.3117683737455713,0.090702947845804,0.0,0.0,0.0,0.0,0.09070294784580499,0.090702947845805,0.0,0.0,0.6118702834998984,0.0,0.0,0.09070294784580671,0.3182724412096756,0.09070294784580561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26656023263438494,0.0,0.0,0.0,0.0,0.09070294784580515,0.0,0.0,0.0,0.00609095006639135,0.09070294784580421,0.09070294784580743,0.0,0.0,0.0,0.0,0.5219871158302155
x217B,0.09070294784580721,0.0,0.0,0.0,0.0,0.9977324263039399,0.0,0.0,0.0,0.0,0.0,0.0907029478458046,0.09070294784582263,0.09070294784580517,0.09070294784580407,0.09070294784580314,0.0,0.1486473094836988,0.2854967643700075,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784580582,0.0,0.0,0.2764738408687165,0.0,0.0,0.0,0.44137569374645147,0.17593244194229368,0.09070294784580483,0.7118504364767242,0.0,0.611870283499899,0.0,0.09070294784580485,0.09070294784579301,0.0,0.09070294784580456,0.4388021302941815,0.0,0.0,0.0,0.4665991785061849,0.0,0.0,0.09070294784581369,0.0,0.09070294784580515,0.0,0.0,0.0,0.5442176870748237,0.0,0.09070294784581118,0.0907029478458055,0.0,0.0907029478458041,0.0907029478458048,0.0,0.09070294784580533,0.0,0.0,0.0,0.31735766807980864,0.0,0.0,0.0907029478458041,0.19536264889424915,0.0,0.0,0.0,0.0,0.0,0.090702947845805,0.0,0.26260725470095403,0.09070294784580477,0.0,0.0,0.0,0.0,0.2649022791361991,0.0,0.0,0.17593244194229443,0.3117683737455718,0.09070294784580585,0.0,0.5442176870748336,0.0,0.0,0.0907029478458026,0.09070294784580442,0.0,0.0,0.6118702834998977,0.0,0.0,0.09070294784580687,0.3182724412096751,0.09070294784580481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665602326343904,0.0,0.0,0.0,0.0,0.09070294784580622,0.0,0.0,0.0,0.0060909500663912895,0.09070294784580542,0.09070294784580647,0.0,0.0,0.0,0.0,0.521987115830214
x557A,0.0,0.0,0.0,0.0,0.0,0.9977324263038495,0.0,0.0,0.0,0.0,0.0,0.09070294784580137,0.09070294784580434,0.09070294784580456,0.09070294784580495,0.09070294784580524,0.0,0.1486473094836959,0.2854967643700046,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784580922,0.0,0.0,0.27647384086869464,0.0,0.0,0.0,0.44137569374646846,0.17593244194229357,0.09070294784580664,0.711850436476721,0.0,0.6118702834998955,0.0,0.09070294784580651,0.09070294784580456,0.0,0.09070294784580621,0.4388021302941773,0.0,0.0,0.0,0.46659917850618815,0.0,0.0,0.09070294784574852,0.0,0.09070294784580364,0.0,0.0,0.0,0.544217687074829,0.0,0.09070294784580527,0.09070294784580268,0.0,0.09070294784579984,0.09070294784580508,0.0,0.09070294784580574,0.0,0.0,0.0,0.317357668079797,0.0,0.0,0.0907029478458051,0.19536264889425203,0.0,0.0,0.0,0.0,0.0,0.09070294784581522,0.0,0.26260725470095075,0.0907029478458056,0.0,0.0,0.0,0.0,0.2649022791362014,0.0,0.0,0.17593244194229463,0.3117683737455589,0.09070294784580521,0.0,0.0,0.0,0.0,0.09070294784580575,0.09070294784581251,0.0,0.0,0.6118702834999322,0.0,0.0,0.09070294784580502,0.31827244120970066,0.09070294784580601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665602326343825,0.0,0.0,0.0,0.0,0.09070294784580522,0.0,0.0,0.0,0.00609095006639127,0.09070294784580356,0.09070294784580685,0.0,0.0,0.0,0.0,0.5219871158302113
x610B,0.0,0.0,0.0,0.0,0.0,0.9977324263038128,0.0,0.0,0.0,0.0,0.0,0.09070294784580463,0.09070294784580589,0.09070294784580414,0.0907029478458054,0.09070294784580543,0.0,0.14864730948369814,0.2854967643700046,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784580067,0.0,0.0,0.27647384086871574,0.0,0.0,0.0,0.44137569374644653,0.17593244194229415,0.09070294784580461,0.7118504364767182,0.0,0.611870283499897,0.0,0.09070294784580285,0.09070294784580554,0.0,0.09070294784580164,0.43880213029417947,0.0,0.0,0.0,0.46659917850618476,0.0,0.0,0.09070294784580772,0.0,0.09070294784580403,0.0,0.0,0.0,0.5442176870748386,0.0,0.0907029478458055,0.0907029478458051,0.0,0.09070294784580463,0.09070294784580389,0.0,0.09070294784580465,0.0,0.0,0.0,0.3173576680798041,0.0,0.0,0.09070294784580527,0.19536264889424737,0.0,0.0,0.0,0.0,0.0,0.09070294784580235,0.0,0.2626072547009504,0.09070294784580425,0.0,0.0,0.0,0.0,0.2649022791361993,0.0,0.0,0.1759324419422958,0.31176837374558714,0.09070294784580696,0.0,0.0,0.0,0.0,0.09070294784580465,0.09070294784580471,0.0,0.0,0.6118702834998955,0.0,0.0,0.09070294784580371,0.31827244120967546,0.09070294784580481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26656023263438,0.0,0.0,0.0,0.0,0.09070294784579301,0.0,0.0,0.0,0.006090950066391375,0.09070294784580628,0.09070294784580551,0.0,0.0,0.0,0.0,0.521987115830214
x615H,0.09070294784580632,0.0,0.0,0.0,0.0,0.9977324263038713,0.0,0.0,0.0,0.0,0.0,0.09070294784580657,0.09070294784580443,0.0907029478458033,0.09070294784581023,0.09070294784580382,0.0,0.1486473094836987,0.2854967643700037,0.0,0.0,0.0,0.0,0.0,0.0,0.0907029478458119,0.0,0.0,0.27647384086871424,0.0,0.0,0.0,0.4413756937464497,0.17593244194230384,0.09070294784580508,0.71185043647651,0.0,0.6118702834998915,0.0,0.0907029478458039,0.09070294784591722,0.0,0.0907029478458051,0.4388021302941787,0.0,0.0,0.0,0.4665991785061842,0.0,0.0,0.09070294784580668,0.0,0.09070294784580792,0.0,0.0,0.0,0.5442176870748194,0.0,0.09070294784580434,0.09070294784580585,0.0,0.0907029478458074,0.09070294784580576,0.0,0.0907029478458038,0.0,0.0,0.0,0.3173576680798078,0.0,0.0,0.09070294784580485,0.19536264889424693,0.0,0.0,0.0,0.0,0.0,0.09070294784580352,0.0,0.26260725470092416,0.09070294784580492,0.0,0.0,0.0,0.0,0.26490227913619796,0.0,0.0,0.17593244194229174,0.3117683737455733,0.09070294784580503,0.0,0.5442176870748322,0.0,0.0,0.09070294784580439,0.09070294784580439,0.0,0.0,0.6118702834999015,0.0,0.0,0.09070294784580486,0.3182724412096772,0.0907029478458054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26656023263438594,0.0,0.0,0.0,0.0,0.09070294784580571,0.0,0.0,0.0,0.006090950066391353,0.09070294784580855,0.09070294784580421,0.0,0.0,0.0,0.0,0.5219871158302165
x617F,0.09070294784580486,0.0,0.0,0.0,0.0,0.9977324263038629,0.0,0.0,0.0,0.0,0.0,0.09070294784580728,0.09070294784580384,0.09070294784580436,0.09070294784579998,0.09070294784580467,0.0,0.14864730948369997,0.28549676437000376,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784580397,0.0,0.0,0.27647384086871735,0.0,0.0,0.0,0.4413756937464496,0.1759324419422943,0.09070294784580564,0.7118504364767109,0.0,0.6118702834998985,0.0,0.0907029478458487,0.09070294784580533,0.0,0.09070294784579887,0.4388021302941765,0.0,0.0,0.0,0.4665991785061854,0.0,0.0,0.090702947845804,0.0,0.09070294784580409,0.0,0.0,0.0,0.5442176870748298,0.0,0.09070294784580464,0.09070294784580492,0.0,0.09070294784580438,0.09070294784580821,0.0,0.09070294784579966,0.0,0.0,0.0,0.31735766807980503,0.0,0.0,0.0907029478458049,0.19536264889425173,0.0,0.0,0.0,0.0,0.0,0.09070294784580345,0.0,0.2626072547009509,0.09070294784580483,0.0,0.0,0.0,0.0,0.26490227913619996,0.0,0.0,0.1759324419422997,0.3117683737455565,0.09070294784580377,0.0,0.5442176870748282,0.0,0.0,0.09070294784580485,0.09070294784580853,0.0,0.0,0.6118702834999008,0.0,0.0,0.0907029478458051,0.3182724412096747,0.09070294784580461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665602326344408,0.0,0.0,0.0,0.0,0.09070294784580554,0.0,0.0,0.0,0.006090950066391363,0.09070294784580542,0.09070294784580726,0.0,0.0,0.0,0.0,0.5219871158302152
x733B,0.0,0.0,0.0,0.0,0.0,0.9977324263038673,0.0,0.0,0.0,0.0,0.0,0.0907029478458048,0.09070294784581125,0.09070294784581064,0.0907029478458041,0.09070294784581696,0.0,0.14864730948370022,0.2854967643700024,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784580521,0.0,0.0,0.2764738408687171,0.0,0.0,0.0,0.44137569374644975,0.1759324419422943,0.09070294784580514,0.711850436476715,0.0,0.6118702834998978,0.0,0.09070294784580361,0.09070294784580496,0.0,0.0907029478458057,0.43880213029417653,0.0,0.0,0.0,0.4665991785061842,0.0,0.0,0.09070294784580299,0.0,0.09070294784580481,0.0,0.0,0.0,0.5442176870748304,0.0,0.09070294784580475,0.09070294784580486,0.0,0.09070294784580493,0.09070294784580318,0.0,0.09070294784580768,0.0,0.0,0.0,0.3173576680798071,0.0,0.0,0.09070294784580483,0.19536264889425106,0.0,0.0,0.0,0.0,0.0,0.09070294784580579,0.0,0.26260725470095175,0.09070294784580674,0.0,0.0,0.0,0.0,0.2649022791362012,0.0,0.0,0.1759324419422952,0.3117683737455712,0.09070294784580463,0.0,0.0,0.0,0.0,0.09070294784580284,0.09070294784580615,0.0,0.0,0.611870283499897,0.0,0.0,0.09070294784580873,0.31827244120967757,0.09070294784580714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665602326343848,0.0,0.0,0.0,0.0,0.09070294784572602,0.0,0.0,0.0,0.00609095006639141,0.09070294784583191,0.09070294784580471,0.0,0.0,0.0,0.0,0.5219871158302024
HV115,0.0907029478458043,0.0,0.0,0.0,0.0,0.997732426303855,0.0,0.0,0.0,0.0,0.0,0.0907029478458082,0.09070294784580207,0.09070294784580164,0.09070294784580595,0.09070294784580461,0.0,0.14864730948369848,0.2854967643700033,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784580607,0.0,0.0,0.2764738408687451,0.0,0.0,0.0,0.44137569374644675,0.1759324419422946,0.0907029478457891,0.7118504364766821,0.0,0.6118702834998958,0.0,0.0907029478458041,0.09070294784580489,0.0,0.09070294784581001,0.4388021302941824,0.0,0.0,0.0,0.466599178506185,0.0,0.0,0.09070294784580402,0.0,0.09070294784580525,0.0,0.0,0.0,0.544217687074822,0.0,0.09070294784579683,0.09070294784580563,0.0,0.09070294784580514,0.09070294784580439,0.0,0.09070294784580533,0.0,0.0,0.0,0.31735766807980825,0.0,0.0,0.09070294784580298,0.1953626488942473,0.0,0.0,0.0,0.0,0.0,0.0907029478458057,0.0,0.2626072547009506,0.09070294784580508,0.0,0.0,0.0,0.0,0.26490227913620895,0.0,0.0,0.17593244194229432,0.31176837374560673,0.09070294784580096,0.0,0.5442176870748329,0.0,0.0,0.09070294784580395,0.09070294784581126,0.0,0.0,0.6118702834998982,0.0,0.0,0.09070294784580488,0.3182724412096764,0.09070294784580492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665602326343855,0.0,0.0,0.0,0.0,0.09070294784580393,0.0,0.0,0.0,0.006090950066391299,0.09070294784580393,0.09070294784580701,0.0,0.0,0.0,0.0,0.5219871158302097
WU13,0.0,0.0,0.0,0.0,0.0,0.9977324263038578,0.0,0.0,0.0,0.0,0.0,0.09070294784580492,0.09070294784579881,0.09070294784580517,0.09070294784580493,0.0907029478458087,0.0,0.14864730948369834,0.2854967643700045,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784580656,0.0,0.0,0.2764738408687183,0.0,0.0,0.0,0.44137569374645214,0.17593244194229393,0.09070294784580331,0.7118504364767233,0.0,0.6118702834998971,0.0,0.09070294784580557,0.09070294784580628,0.0,0.09070294784580539,0.438802130294178,0.0,0.0,0.0,0.4665991785061841,0.0,0.0,0.090702947845804,0.0,0.0907029478458041,0.0,0.0,0.0,0.544217687074829,0.0,0.09070294784579949,0.09070294784580447,0.0,0.09070294784580624,0.09070294784579741,0.0,0.09070294784580424,0.0,0.0,0.0,0.317357668079804,0.0,0.0,0.09070294784580499,0.1953626488942482,0.0,0.0,0.0,0.0,0.0,0.09070294784580527,0.0,0.26260725470095625,0.0907029478458051,0.0,0.0,0.0,0.0,0.26490227913619907,0.0,0.0,0.17593244194230462,0.3117683737455738,0.09070294784580335,0.0,0.0,0.0,0.0,0.09070294784580543,0.09070294784580525,0.0,0.0,0.6118702834998976,0.0,0.0,0.09070294784580515,0.3182724412096747,0.09070294784580502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665602326343848,0.0,0.0,0.0,0.0,0.09070294784580783,0.0,0.0,0.0,0.00609095006639136,0.09070294784580463,0.0907029478458069,0.0,0.0,0.0,0.0,0.5219871158302142
WU38,0.0907029478458058,0.0,0.0,0.0,0.0,0.9977324263038584,0.0,0.0,0.0,0.0,0.0,0.09070294784580381,0.09070294784580535,0.09070294784580823,0.09070294784580493,0.09070294784580535,0.0,0.14864730948369834,0.28549676437000354,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784578498,0.0,0.0,0.2764738408687205,0.0,0.0,0.0,0.4413756937464478,0.1759324419422935,0.09070294784580514,0.7118504364767139,0.0,0.6118702834998981,0.0,0.09070294784580514,0.0907029478457938,0.0,0.09070294784580395,0.43880213029417636,0.0,0.0,0.0,0.4665991785061839,0.0,0.0,0.0907029478458256,0.0,0.09070294784580511,0.0,0.0,0.0,0.5442176870748302,0.0,0.09070294784580492,0.09070294784579909,0.0,0.09070294784581397,0.09070294784580443,0.0,0.09070294784580525,0.0,0.0,0.0,0.31735766807980637,0.0,0.0,0.09070294784580485,0.19536264889424723,0.0,0.0,0.0,0.0,0.0,0.09070294784580585,0.0,0.2626072547009495,0.09070294784573904,0.0,0.0,0.0,0.0,0.2649022791361958,0.0,0.0,0.1759324419422934,0.3117683737455735,0.09070294784580642,0.0,0.5442176870748484,0.0,0.0,0.09070294784580483,0.09070294784580671,0.0,0.0,0.6118702834998974,0.0,0.0,0.09070294784580575,0.31827244120967274,0.09070294784580527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26656023263438383,0.0,0.0,0.0,0.0,0.09070294784580381,0.0,0.0,0.0,0.00609095006639124,0.09070294784580506,0.09070294784580334,0.0,0.0,0.0,0.0,0.5219871158302164
WU82,0.09070294784580486,0.0,0.0,0.0,0.0,0.9977324263040224,0.0,0.0,0.0,0.0,0.0,0.09070294784580615,0.09070294784580599,0.09070294784581082,0.09070294784580182,0.09070294784580533,0.0,0.1486473094836968,0.28549676437000365,0.0,0.0,0.0,0.0,0.0,0.0,0.09070294784580508,0.0,0.0,0.2764738408687238,0.0,0.0,0.0,0.441375693746447,0.17593244194229363,0.09070294784580583,0.7118504364767145,0.0,0.6118702834998955,0.0,0.09070294784580507,0.09070294784580588,0.0,0.09070294784580467,0.4388021302941767,0.0,0.0,0.0,0.4665991785061744,0.0,0.0,0.09070294784580356,0.0,0.0907029478458044,0.0,0.0,0.0,0.5442176870748315,0.0,0.09070294784580354,0.09070294784586971,0.0,0.09070294784580508,0.0907029478458049,0.0,0.09070294784580489,0.0,0.0,0.0,0.3173576680798065,0.0,0.0,0.09070294784580495,0.19536264889424612,0.0,0.0,0.0,0.0,0.0,0.09070294784576469,0.0,0.26260725470095303,0.09070294784580514,0.0,0.0,0.0,0.0,0.26490227913610587,0.0,0.0,0.1759324419422942,0.3117683737455826,0.09070294784580342,0.0,0.0,0.0,0.0,0.09070294784580557,0.09070294784580356,0.0,0.0,0.6118702834998974,0.0,0.0,0.09070294784578789,0.3182724412096757,0.09070294784580532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26656023263438605,0.0,0.0,0.0,0.0,0.09070294784580542,0.0,0.0,0.0,0.006090950066391377,0.09070294784580472,0.09070294784580281,0.0,0.0,0.0,0.0,0.5219871158302106
